passage_id,node_id,numChildren,label,Edge_id,parent_type,Parent_id,parent_edge_id,Terminal,Text,Original Refinement,Refinement2,Comments,Possible Foundational layer disputes,text_reduced,text_reduced1
898,1.8,1,D,1.5->1.8,FN,1.5,1.4->1.5,just,"[A That] [F 's] [D just] [A where] [A you] [F 're] [P mistaken] [U ,] [G professor]",mood,,,,[A][F][D][A][A][F][P][U][G,ADAAP
898,1.26,1,D,1.21->1.26,FN,1.21,1.4->1.21,may,"[A [E The] [E common] [C man] ] [D may] [T still] [P believe] [A [C [R in] [E fabulous] [C comets] [E [A* comets] [P crossing] [A [E outer] [C space] ] ] ] [U ,] [N or] [C [R in] [E prehistoric] [C monsters] [E [A* monsters] [P living] [A [R at] [E [E the] [C earth] [R 's] ] [C core] ] ] ] ]",mood,mood,,,[A][D][T][P][A],ADPA
898,1.13,1,D,1.120->1.130,FN,1.12,1.4->1.120,could,"[A [N neither] [C [E their] [C tails] ] [N or] [C [E their] [C tusks] ] ] [D could] [P puncture] [A [E the] [E [E sheet] [U -] [C iron] ] [C plates] [E [R of] [E a] [C steamer] [U .] [U ""] ] ]",mood,mood,,,[A][D][P][A],ADPA
899,1.34,1,D,1.29->1.34,FN,1.29,1.28->1.29,maybe,[P IMPLICIT] [A* tusks] [A [E Wooden] [C ships] ] [D maybe],mood,mood + degree?,,,[P][A*][A][D],PA*AD
899,1.65,1,D,1.63->1.65,FN,1.63,1.28->1.63,ll,"[A I] [D 'll] [P deny] [A [R that] [A [C [E baleen] [C whales] ] [U ,] [C [E sperm] [C whales] ] [U ,] [N or] [C unicorns] ] [D can] [P do] [A [E any] [E such] [C thing] ] ]",mood,,,should be F in updated guidelines,[A][D][P][A],ADPA
899,1.8,1,D,1.67->1.80,FN,1.67,1.63->1.67,can,"[R that] [A [C [E baleen] [C whales] ] [U ,] [C [E sperm] [C whales] ] [U ,] [N or] [C unicorns] ] [D can] [P do] [A [E any] [E such] [C thing] ]",mood,mood,,,[R][A][D][P][A],ADPA
899,1.135,1,D,1.129->1.135,FN,1.129,1.106->1.129,maybe,[S IMPLICIT] [A [E Some] [E gigantic] [C devilfish] ] [D maybe],mood,,,ground?,[S][A][D],SAD
899,1.215,1,D,1.213->1.215,FN,1.213,1.145->1.213,would,[A it] [D would] [D still] [F be] [D utterly] [S harmless] [A [R to] [C ships] [E [R like] [C [C [E the] [C Scotia] ] [N or] [C [E the] [C Abraham Lincoln] ] ] ] ],mood,mood,,,[A][D][D][F][D][S][A],ADDDSA
899,1.253,1,D,1.236->1.253,FN,1.236,1.145->1.236,must,"[A IMPLICIT] [A [E the] [C feats] [E [C [R of] [C krakens] ] [N or] [C [R* of] [E other] [C monsters] [E [R of] [E that] [C ilk] ] ] ] ] [D must] [F be] [P relegated] [A [E [R to] [E the] [C realm] [R of] ] [C fiction] [U .] [U ""] ]",mood,mood,,,[A][A][D][F][P][A],AADPA
900,1.5,1,D,1.4->1.5,FN,1.4,1.3->1.4,So,"[D So] [U ,] [G Mr ... Naturalist] [U .] ... [A you] [F 'll] [D just] [D keep on] [P believing] [A [R in] [S [E the] [C existence] ] [A [R of] [E some] [E [S enormous] [A* cetacean] ] [C cetacean] ] ]",mood,,,linker?,[D][U][G][U][A][F][D][D][P][A],DADDPA
900,1.44,1,D,1.43->1.44,FN,1.43,1.42->1.43,Yes,"[D Yes] [U ,] [G Ned] ... [A I] [P believe] [A [R in] [S [E the] [C existence] ] [A [R of] [E a] [C mammal] [E [C [A* mammal] [R with] [S [E a] ... [C constitution] ] [D powerful] ] [U ,] [C [A* mammal] [P belonging] [A [R to] [E [E the] ... [C branch] ] [C vertebrate] ] [A [R like] [C [C [E baleen] [C whales] ] [U ,] [C [E sperm] [C whales] ] [U ,] [N or] [C dolphins] ] ] ] [U ,] [N and] [C [A* mammal] [P armed] [A [R with] [E a] [C tusk] [E [A* tusk] [P made] [A [R of] [C horn] ] ] [E [A* tusk] [R that] [F has] [D tremendous] [D penetrating] [S power] [U .] [U ""] ] ] ] ] ] ]",mood,,,should be F,[D][U][G][A][P][A],DAPA
902,1.59,1,D,1.57->1.59,FN,1.57,1.4->1.57,needs,[A it] [D needs] [F to] [S have] [A [E a] [C constitution] [E [E so] [C solid] ] ],mood,mood,,,[A][D][F][S][A],ADSA
903,1.8,1,D,1.3->1.8,FN,1.3,1.2->1.3,really,[A IMPLICIT] [S IMPLICIT] [F Oh] [D really],mood,mood+degree?,,,[A][S][F][D],ASD
903,1.28,1,D,1.24->1.28,FN,1.24,1.23->1.24,really,[A IMPLICIT] [P IMPLICIT] [F Oh] [D really],mood,,,,[A][P][F][D],APD
903,1.33,1,D,1.31->1.33,FN,1.31,1.23->1.31,can,"[A I] [D can] [P prove] [A it] [A [R to] [C you] ] [A [R with] [E a few] [E simple] [C figures] [U .] [U ""] ]",mood,mood,,,[A][D][P][A][A][A],ADPAAA
904,1.13,1,D,1.4->1.13,FN,1.4,1.3->1.4,can,[F Bosh] ... [A You] [D can] [P make] [A [A figures] [P do] [A [C anything] [E [A* anything] [A you] [P want] ] ] ],mood,mood,,,[F][A][D][P][A],ADPA
904,1.49,1,D,1.48->1.49,FN,1.48,1.26->1.48,Let,[D Let] [A 's] [P accept] [A [R that] [A [S [E the] [C pressure] ] [A [R of] [E one] [C atmosphere] ] ] [F is] [P represented] [A [R by] [S [E the] [C pressure] ] [A [R of] [E a] [C column] [E [R of] [C water] ] [E [A* column] [A [E thirty ... two] [U -] ... [C feet] ] [S high] ] ] ] ],mood,,,ground/linker?,[D][A][P][A],DAPA
904,1.95,1,D,1.87->1.95,FN,1.87,1.26->1.87,would,[A [E such] [E a] [C column] [E [R of] [C water] ] ] [D would] [D n't] [F be] [D quite] [D so] [S high],mood,mood,,,[A][D][D][F][D][D][S],ADDDDS
904,1.256,1,D,1.254->1.256,FN,1.254,1.26->1.254,could,[A you] [D could] [P reach] [A [E such] [E a] [C depth] ] [A [R in] [E the] [C ocean] ],mood,mood,,,[A][D][P][A][A],ADPAA
904,1.279,1,D,1.267->1.279,FN,1.267,1.26->1.267,would,"[A [E each] [E square] [C centimeter] [E [R on] [E [E your] [C body] [R 's] ] [C surface] ] ] [D would] [F be] [P experiencing] [A [E 1,000] [C kilograms] [E [R of] [C pressure] ] ]",mood,mood,,,[A][D][F][P][A],ADPA
905,1.25,1,D,1.22->1.25,FN,1.22,1.19->1.22,About,"[S IMPLICIT] [A IMPLICIT] [D About] [A 17,000]",mood,degree?,,,[S][A][D][A],SADA
905,1.43,1,D,1.39->1.43,FN,1.39,1.38->1.39,Yes,"[S* many] [A* that] [U ?] [U ""] [U ""] [D Yes]",mood,,,should be F,[S*][A*][U][U][U][D],S*A*D
905,1.189,1,D,1.188->1.189,FN,1.188,1.187->1.188,Yes,"[D Yes] [U ,] [A I] [P see]",mood,,,should be F,[D][U][A][P],DAP
905,1.327,1,D,1.325->1.327,FN,1.325,1.224->1.325,d,[A you] [D 'd] [F be] [P squashed] [D [F as] [C flat] ],mood,mood,,,[A][D][F][P][D],ADPD
905,1.336,1,D,1.334->1.336,FN,1.334,1.224->1.334,d,[A you] [D 'd] [D just] [F been] [P yanked] [A [R from] [R between] [E the] [C plates] [E [R of] [E a] [E hydraulic] [C press] ] ],mood,mood,,,[A][D][D][F][P][A],ADDPA
906,1.58,1,D,1.50->1.58,FN,1.5,1.6->1.50,must,[A IMPLICIT] [A [E the] [C pressure] [E [A* pressure] [A they] [P undergo] ] ] [D must] [F be] [P assessed] [A [E [R in] [C billions] [R of] ] [C kilograms] ],mood,mood,,,[A][A][D][F][P][A],AADPA
906,1.9,1,D,1.73->1.90,FN,1.73,1.68->1.73,d,[A [E how much] [C [C [C resistance] [E [R of] [E bone] [C structure] ] ] [N and] [C [C strength] [E [R of] [C constitution] ] ] ] ] [A they] [D 'd] [S need],mood,mood,,,[A][A][D][S],AADS
907,1.6,1,D,1.4->1.6,FN,1.4,1.3->1.4,d,"[A They] [D 'd] [D need] [F to] [F be] [P manufactured] ... [A [R from] [E [E sheet] [U -] [C iron] ] [C plates] [E [E eight] [C inches] [E thick] ] ] [U ,] [A [R like] [E ironclad] [C frigates] ]",mood,mood,,,[A][D][D][F][F][P][A][U][A],ADDPAA
907,1.7,1,D,1.4->1.7,FN,1.4,1.3->1.4,need,"[A They] [D 'd] [D need] [F to] [F be] [P manufactured] ... [A [R from] [E [E sheet] [U -] [C iron] ] [C plates] [E [E eight] [C inches] [E thick] ] ] [U ,] [A [R like] [E ironclad] [C frigates] ]",mood,mood,,,[A][D][D][F][F][P][A][U][A],ADDPAA
907,1.64,1,D,1.54->1.64,FN,1.54,1.51->1.54,could,[A [E the] [C [A IMPLICIT] [P damage] ] ] [A [E such] [E a] [C mass] ] [D could] [P inflict],mood,mood,,,[A][A][D][P],AADP
907,1.92,1,D,1.90->1.92,FN,1.9,1.89->1.90,Yes,[P* damage] [A* mass] [D Yes] [U .] [U .] [U .] [D indeed] [U .] [U .] [U .] [D maybe],mood,,,should be F,[P*][A*][D][U][U][U][D][U][U][U][D],P*A*DDD
907,1.96,1,D,1.90->1.96,FN,1.9,1.89->1.90,indeed,[P* damage] [A* mass] [D Yes] [U .] [U .] [U .] [D indeed] [U .] [U .] [U .] [D maybe],mood,,,ground?,[P*][A*][D][U][U][U][D][U][U][U][D],P*A*DDD
907,1.1,1,D,1.90->1.100,FN,1.9,1.89->1.90,maybe,[P* damage] [A* mass] [D Yes] [U .] [U .] [U .] [D indeed] [U .] [U .] [U .] [D maybe],mood,,,ground?,[P*][A*][D][U][U][U][D][U][U][U][D],P*A*DDD
907,1.167,1,D,1.156->1.167,FN,1.156,1.141->1.156,would,"[A [C deep] [E [R in] [E the] [C sea] ] ] [U ,] [A [E such] [C animals] ] [D would] [D need] [F to] [F be] [D just] [D as] [S strong]",mood,mood,,,[A][U][A][D][D][F][F][D][D][S],AADDDDS
907,1.168,1,D,1.156->1.168,FN,1.156,1.141->1.156,need,"[A [C deep] [E [R in] [E the] [C sea] ] ] [U ,] [A [E such] [C animals] ] [D would] [D need] [F to] [F be] [D just] [D as] [S strong]",mood,mood,,,[A][U][A][D][D][F][F][D][D][S],AADDDDS
907,1.253,1,D,1.251->1.253,FN,1.251,1.246->1.251,just,[A it] [D just] [D could] [D n't] [F be] [S true],mood,,,,[A][D][D][D][F][S],ADDDS
907,1.254,1,D,1.251->1.254,FN,1.251,1.246->1.251,could,[A it] [D just] [D could] [D n't] [F be] [S true],mood,mood,,,[A][D][D][D][F][S],ADDDS
908,1.18,1,D,1.11->1.18,FN,1.11,1.3->1.11,could,[R than] [D how] [S bullheaded] [A [E the] [C harpooner] ] [D could] [F be],mood,mood,,,[R][D][S][A][D][F,DSAD
908,1.54,2,D,1.51->1.54,FN,1.51,1.1->1.51,had to,[A IMPLICIT] [A it] [D had to] [F be] [P plugged up],mood,mood,,,[A][A][D][F][P],AADP
908,1.71,1,D,1.64->1.71,FN,1.64,1.59->1.64,can,[A [A [E a] [C hole] [R 's] ] [S existence] ] [D can] [F be] [D [E more] [C emphatically] ] [P proven],mood,mood,,,[A][D][F][D][P],ADDP
908,1.108,1,D,1.106->1.108,FN,1.106,1.1->1.106,must,[A it] [D must] [F have] [F been] [P caused] [A [R by] [E the] [E [P perforating] [A* tool] ] [C tool] [E [R of] [E some] [C animal] [U .] ] ],mood,mood,,,[A][D][F][F][P][A],ADPA
909,1.68,1,D,1.65->1.68,FN,1.65,1.60->1.65,would,[A* family] [R in which] [A it] [D would] [F be] [P placed],mood,mood,,,[A*][R][A][D][F][P],A*ADP
909,1.1,1,D,1.97->1.100,FN,1.97,1.94->1.97,would,[A* species] [R in which] [A it] [D would] [P find] [A [E its] [E proper] [C home] ],mood,mood,,,[A*][R][A][D][P][A],A*ADPA
909,1.11,2,D,1.56->1.110,FN,1.56,1.1->1.56,had to,"[A IMPLICIT] [A [C [C [R As] [R for] [E the] [C family] [E [A* family] [R in which] [A it] [D would] [F be] [P placed] ] [U (] [E [C [E baleen] [C whale] ] [U ,] [C [E sperm] [C whale] ] [U ,] [N or] [C dolphin] ] ] [U )] [U ,] [C [E the] [C genus] [E [A* genus] [R to which] [A it] [P belonged] ] ] [U ,] [N and] [C [E the] [C species] [E [A* species] [R in which] [A it] [D would] [P find] [A [E its] [E proper] [C home] ] ] ] ] [U ,] [E [E these] [C questions] ] ] [D had to] [F be] [P left] [T [R for] [C later] ]",mood,mood,,,[A][A][D][F][P][T],AADP
968,1.49,1,D,1.44->1.49,FN,1.44,1.41->1.44,could,[A [E how much] [C confidence] ] [A we] [D could] [P place] [A [R in] [C him] [U .] ],mood,mood,,,[A][A][D][P][A],AADPA
970,1.11,2,D,1.6->1.11,FN,1.6,1.1->1.6,had to,[A [E the] [C monster] ] [T ever] [D had to] [P deal] [A [R with] [E [C Ned Land] [R 's] ] [C harpoon] ],mood,mood,,,[A][T][D][P][A],ADPA
970,1.21,1,D,1.2->1.21,FN,1.2,1.1->1.2,would,[G Assuredly] ... [A I] [D would] [D n't] [P bet] [A [R on] [E the] [C monster] [U .] ],mood,mood,,,[G][A][D][D][P][A],ADDPA
971,1.66,1,D,1.64->1.66,FN,1.64,1.1->1.64,instead,[P maneuvered] [D instead] [A [F to] [P double] [A Cape Horn] [U .] ],mood,,,ground/manner/description?,[P][D][A],PDA
972,1.17,1,D,1.14->1.17,FN,1.14,1.1->1.14,likely,[F were] [A we] [D likely] [F to] [P encounter] [A [E the] [C narwhale] ] [A [R in] [E such] [E a] [E cramped] [C strait] ],mood,description?,,,[F][A][D][F][P][A][A],ADPAA
972,1.44,1,D,1.40->1.44,FN,1.4,1.30->1.40,could,[A [E the] [C monster] ] [D could] [D n't] [P negotiate] [A [E this] [C passageway] ],mood,mood,,,[A][D][D][P][A],ADDPA
976,1.53,5,D,1.52->1.53,FN,1.52,1.1->1.52,come rain or come shine,"[D come rain or come shine] [U ,] [A I] [D [E no] [C longer] ] [P left] [A [E [E the] [C ship] [R 's] ] [C deck] ]",mood,,,very moody,[D][U][A][D][P][A],DADPA
976,1.109,1,D,1.105->1.109,FN,1.105,1.1->1.105,could,[A [E the] [C eye] ] [D could] [P see],mood,mood,,,[A][D][P],ADP
976,1.158,1,D,1.146->1.158,FN,1.146,1.1->1.146,would,[A IMPLICIT] [T [R In] [E an] [C instant] ] [A [E [E the] [C frigate] [R 's] ] [C deck] ] [D would] [D become] [D densely] [P populated],mood,mood,,,[A][T][A][D][D][D][P],AADDDP
979,1.68,1,D,1.56->1.68,FN,1.56,1.1->1.56,could,[A [P [E the] ... [C power] ] [D marvelous] ... [A [R of] [E his] [C [P vision] ... [A* Canadian] ] ] ... [A* Canadian] ] [D could] [F have] [P performed] [A [E yeoman] [C service] ],mood,mood,,,[A][D][F][P][A],ADPA
980,1.32,1,D,1.28->1.32,FN,1.28,1.3->1.28,would,[A [E what] [C chance] ] [D would] [A we] [F have] [P [R of] [C spotting] ] [A it],mood,mood,,,[A][D][A][F][P][A],ADAPA
980,1.41,1,D,1.40->1.41,FN,1.4,1.3->1.40,Can,[D Can] [D 't] [A you] [P see] [A [A we] [F 're] [D just] [P wandering around] [D [R at] [C random] ] ],mood,mood,,,[D][D][A][P][A],DDAPA
981,1.24,1,D,1.20->1.24,FN,1.2,1.1->1.20,could,[D [C how] [E else] ] [D could] [A we] [P go about] [A it],mood,mood,,,[D][D][A][P][A],DDAPA
981,1.61,1,D,1.53->1.61,FN,1.53,1.1->1.53,would,"[D not] [A [E a] [C sailor] [E [R on] [C board] ] ] [D would] [F have] [P bet] [A [R against] [C [A [E the] [C narwhale] ] [P appearing] [U ,] [F and] [T soon] [U .] ] ]",mood,mood,,,[D][A][D][F][P][A],DADPA
986,1.94,1,D,1.77->1.94,FN,1.77,1.1->1.77,would,[G for certain] ... [A [E the] [C frigate] ] [D would] [D ultimately] [F have] [P put back] [A [R to] [E that] [C cape] [E [R in] [E the] [C south] [U .] ] ],mood,mood,,,[G][A][D][D][F][P][A],ADDPA
987,1.1,1,D,1.3->1.10,FN,1.3,1.1->1.3,could,[A [A IMPLICIT] [P [E this] ... [C search] ] [D futile] ] [D could] [D n't] [P drag on] [T [E much] [C longer] ],mood,mood,,,[A][D][D][P][T],ADDP
987,1.27,1,D,1.25->1.27,FN,1.25,1.23->1.25,could,[P* done] [A* everything] [A it] [D could],mood,mood,,,[P*][A*][A][D],P*A*AD
988,1.29,1,D,1.25->1.29,FN,1.25,1.1->1.25,could,[A [E His] [C sailors] ] [D could] [D n't] [P hide] [A [A* sailors] [S [E their] [C discontent] ] ],mood,mood,,,[A][D][D][P][A],ADDPA
988,1.123,1,D,1.99->1.123,FN,1.99,1.1->1.99,would,[A [A IMPLICIT] [R After] [P [E this] ... [C delay] ] [T [E three] [U -] [C day] ] ] ... [A [E our] [C helmsman] ] [D would] [D give] [D three] [P turns] [A [R of] [E the] [C wheel] ],mood,mood,,,[A][A][D][D][D][P][A],AADDDPA
988,1.137,1,D,1.133->1.137,FN,1.133,1.1->1.133,would,[A [E the] [C Abraham Lincoln] ] [D would] [P chart] [A [P [E a] [C course] ] [A [R toward] [E European] [C seas] [U .] ] ],mood,mood,,,[A][D][P][A],ADPA
990,1.28,1,D,1.23->1.28,FN,1.23,1.1->1.23,might,[A IMPLICIT] [A [E the] [C animal] ] [D might] [F be] [P found] [A [R in] [E these] [C waterways] ],mood,mood,,,[A][A][D][F][P][A],AADPA
991,1.4,2,D,1.28->1.40,FN,1.28,1.1->1.28,have to,"[A [S true] [A [R to] [E his] [C promise] ] [U ,] [A [E Commander] [C Farragut] ] ] [F would] [D have to] [P set his course] [A [R for] [E the] [C southeast] ]",mood,mood,,,[A][F][D][P][A],ADPA
994,1.4,1,D,1.39->1.40,FN,1.39,1.1->1.39,Perhaps,[D Perhaps] [A [E his] [C nerves] ] [F were] [P twitching] [A [R with] [C [A* nerves] [S curiosity] ] ] [T [R for] [E the] [E first] [C time] [E [R in] [C history] [U .] ] ],mood,mood,,"looks like 'maybe', but a linker + ground?",[D][A][F][P][A][T],DAPA
996,1.36,1,D,1.31->1.36,FN,1.31,1.3->1.31,could,"[A [E the] [E Union] [C government] ] [D could] [F have] [P promised] [U $] [A 100,000.00]",mood,mood,,,[A][D][F][P][U][A],ADPA
997,1.22,2,D,1.14->1.22,FN,1.14,1.6->1.14,[R after] [C all],[A it] [S turned out to be] [A [E a] [E [S foolish] [A* business] ] [C business] ] [D [R after] [C all] ],mood,,,,[A][S][A][D],ASAD
997,1.62,1,D,1.56->1.62,FN,1.56,1.6->1.56,could,[T [E Six] [C months] [R ago] ] [A we] [D could] [F have] [F been] [S back] [A [R in] [C France-] ],mood,mood,,,[T][A][D][F][F][S][A],ADSA
997,1.101,1,D,1.96->1.101,FN,1.96,1.72->1.96,would,[T [R by] [C now] ] [A I] [D would] [F have] [P classified] [A [E [C master] [R 's] ] [C fossils] ],mood,mood,,,[T][A][D][F][P][A],ADPA
997,1.117,1,D,1.111->1.117,FN,1.111,1.72->1.111,would,[A [E [C master] [R 's] ] [C babirusa] ] [D would] [F be] [P ensconced] [A [R in] [E its] [C cage] [E [R at] [E the] [C zoo] [E [R in] [E the] [E Botanical] [C Gardens] ] ] ],mood,mood,,,[A][D][F][P][A],ADPA
997,1.137,1,D,1.135->1.137,FN,1.135,1.72->1.135,would,[A it] [D would] [F have] [P attracted] [A [E every] [E curiosity] [C seeker] ] [A [R in] [C town] ],mood,mood,,,[A][D][F][P][A][A],ADPAA
997,1.208,1,D,1.206->1.208,FN,1.206,1.181->1.206,must,[A IMPLICIT] [D must] [A it] [F be] [P said],mood,mood,,,[A][D][A][F][P],ADAP
997,1.221,1,D,1.219->1.221,FN,1.219,1.216->1.219,must,"[A It] [D must] [F be] [P said] [U ,] [G Conseil]",mood,mood,,,[A][D][F][P][U][G,ADP
997,1.279,1,D,1.277->1.279,FN,1.277,1.257->1.277,must,"[A one] [D must] [D n't] [P lay ... open to-] [A himself] ... [U ""]",mood,mood,,,[A][D][D][P][A][U,ADDPA
55,1.39,3,D,1.35->1.39,FN,1.35,1.1->1.35,[F on] [E the] [C whole],[A IMPLICIT] [A* collision] [D scarcely] [P noticeable] [D [F on] [E the] [C whole] ],"mood,degree","mood,degree",,,[A][A*][D][P][D],AA*DPD
905,1.54,1,D,1.47->1.54,FN,1.47,1.38->1.47,actually,[A [E [E the] [C atmosphere] [R 's] ] [C pressure] ] [D actually] [S weighs] [A [E [E slightly] [C more] ] [F than] [E one] [C kilogram] [E [R per] [E square] [C centimeter] ] ],"mood,degree",,,ground?,[A][D][S][A],ADSA
825,1.22,3,D,1.21->1.22,FN,1.21,1.15->1.21,[C whether] [N or] [C not],[D [C whether] [N or] [C not] ] [F it] [P suited] [A him] [A [A* him] [F to] [P go] [A [R with] [C me] ] [A [R on] [E my] [C journeys] ] ],"mood,negation",,,,[D][F][P][A][A],DPAA
997,1.61,1,D,1.73->1.61,FN,1.56,1.6->1.56,we,[T [E Six] [C months] [R ago] ] [A we] [D could] [F have] [F been] [S back] [A [R in] [C France-] ],n/a,,,looked weird so didn't count into original paper,[T][A][D][F][F][S][A],ADSA
997,1.61,1,D,1.87->1.61,FN,1.56,1.6->1.56,we,[T [E Six] [C months] [R ago] ] [A we] [D could] [F have] [F been] [S back] [A [R in] [C France-] ],n/a,,,looked weird so didn't count into original paper,[T][A][D][F][F][S][A],ADSA
36,1.35,1,D,1.36->1.35,FN,1.36,1.1->1.36,Without,[D* Without] [P getting into] [A [E those] [C rumors] [E [R that] [H [A* rumors] [P upset] [A civilians] [A [R in] [E the] [C seaports] ] ] [L and] [H [A* rumors] [P deranged] [A [E the] [E public] [C mind] ] [G even] [A [E far] [C inland] ] ] ] ],negation,,,,[D*][P][A],D*PA
47,1.106,1,D,1.103->1.106,FN,1.103,1.93->1.103,n't,[A nature] [F does] [D n't] [P make leaps],negation,,,,[A][F][D][P],ADP
47,1.132,1,D,1.127->1.132,FN,1.127,1.122->1.127,n't,"[R that] [U ""] [A nature] [F does] [D n't] [P make] [A lunatics]",negation,,,,[R][U][A][F][D][P][A],ADPA
48,1.28,1,D,1.25->1.28,FN,1.25,1.1->1.25,n't,[A it] [F did] [D n't] [G seem] [S due] [A [A* it] [R for] [P resurrection] ],negation,,,,[A][F][D][G][S][A],ADSA
51,1.36,1,D,1.28->1.36,FN,1.28,1.1->1.28,n't,[T [E three] [C weeks] [R later] ] [A it] [F had] [D n't] [F been] [P reenacted] [A [R under] [E identical] [C conditions] ],negation,,,,[T][A][F][D][F][P][A],ADPA
53,1.46,1,D,1.45->1.46,FN,1.45,1.1->1.45,No,[D No] [A [E transoceanic] [E navigational] [C undertaking] ] [F has] [F been] [P conducted] [A [R with] [E more] [C ability] ],negation,,,,[D][A][F][F][P][A],DAPA
53,1.6,1,D,1.59->1.60,FN,1.59,1.1->1.59,no,[D no] [A [E business] [C dealings] ] [F have] [F been] [P crowned] [A [R with] [E greater] [C success] ],negation,,,,[D][A][F][F][P][A],DAPA
53,1.86,1,D,1.87->1.86,FN,1.87,1.1->1.87,without,[D* without] [F so much as] [A [E a] [C voyage] ] [P canceled],negation,,,,[D*][F][A][P],D*AP
53,1.86,1,D,1.94->1.86,FN,1.87,1.1->1.87,without,[D* without] [F so much as] [A [E a] [C voyage] ] [P canceled],negation,,,,[D*][F][A][P],D*AP
56,1.7,1,D,1.2->1.7,FN,1.2,1.1->1.2,n't,[A [E The] [C Scotia] ] [F had] [D n't] [P run afoul] [A [R of] [C something] ],negation,,,,[A][F][D][P][A],ADPA
57,1.29,1,D,1.23->1.29,FN,1.23,1.1->1.23,no,"[G In fact] [U ,] [A there] [D could] [F be] [D no] [D immediate] [S danger]",negation,,,,[G][U][A][D][F][D][D][S],ADDDS
58,1.55,1,D,1.49->1.55,FN,1.49,1.1->1.49,n't,[G Fortunately] [A [E this] [C compartment] ] [F did] [D n't] [S contain] [A [E the] [C boilers] ],negation,,,,[G][A][F][D][S][A],ADSA
59,1.62,1,D,1.55->1.62,FN,1.55,1.1->1.55,not,[A IMPLICIT] [A [E Such] [E a] [C leak] ] [D could] [D not] [F be] [P patched],negation,,,,[A][A][D][D][F][P],AADDP
60,1.27,1,D,1.24->1.27,FN,1.24,1.1->1.24,n't,[A They] [D could] [D n't] [P believe] [A [E their] [C eyes] ],negation,,,,[A][D][D][P][A],ADDPA
287,1.29,1,D,1.25->1.29,FN,1.25,1.1->1.25,not,[D how] [S could] [A I] [D not] [F have] [F been],negation,,,,[D][S][A][D][F][F,DSAD
288,1.43,2,D,1.42->1.43,FN,1.42,1.39->1.42,not quite,[A* people] [D not quite] [S in their right minds],negation,,,,[A*][D][S],A*DS
291,1.18,1,D,1.15->1.18,FN,1.15,1.1->1.15,n't,[A it] [D could] [D n't] [P stand up] [A [R to] [C inquiries] [E [A IMPLICIT] [A* inquiries] [P conducted] [A [R in] [E both] [C [C [E the] [E New] [C World] ] [N and] [C [C* World] [E the] [E Old] ] ] ] ] ],negation,,,,[A][D][D][P][A],ADDPA
293,1.58,1,D,1.47->1.58,FN,1.47,1.1->1.47,not,[A IMPLICIT] [A [S [E the] [C sincerity] ] [A [R of] [E these] [C governments] ] ] [D could] [D not] [F be] [P doubted],negation,,,,[A][A][D][D][F][P],AADDP
296,1.123,1,D,1.121->1.123,FN,1.121,1.118->1.121,no,[A IMPLICIT] [D no] [P comment],negation,,,,[A][D][P],ADP
297,1.1,1,D,1.7->1.10,FN,1.7,1.1->1.7,no,[A I] [D could] [D no] [D longer] [P hold my tongue],negation,,,,[A][D][D][D][P],ADDDP
301,1.27,1,D,1.24->1.27,FN,1.24,1.6->1.24,not,[P* know] [A* [E every] [C variety] [E [R of] [C creature] [E [A* creature] [P populating] [A [E our] [C planet] ] ] ] ] [A we] [F do] [D not] [U .],negation,,,,[P*][A*][A][F][D][U,P*A*AD
302,1.11,1,D,1.8->1.11,FN,1.8,1.5->1.8,not,[A we] [F do] [D not] [P know] [A [E every] [C one] [E [R of] [C them] ] ],negation,,,,[A][F][D][P][A],ADPA
309,1.33,1,D,1.32->1.33,FN,1.32,1.1->1.32,not,"[A* I] [D not] [P lay ... open] [A myself] ... [A [R to] [P laughter] [A [R from] [E the] [C Americans] [U ,] [E [R who] [L when] [H [A they] [D do] [P laugh] ] [U ,] [H [A* they] [P laugh] [D raucously] ] ] ] ]",negation,,,,[A*][D][P][A][A],A*DPAA
310,1.177,1,D,1.173->1.177,FN,1.173,1.1->1.173,not,[S IMPLICIT] [A IMPLICIT] [D Why] [D not],negation,,,,[S][A][D][D],SADD
310,1.24,1,D,1.230->1.240,FN,1.23,1.1->1.230,n't,"[A [R With] [E its] [E [A IMPLICIT] [P untold] [A* depths] ] [C depths] ] [U ,] [D could] [D n't] [A [E the] [C sea] ... [E [E this] [C sea] [E [H [A* sea] [R that] [D never] [P changes] ] [L while] [H [A [E the] [E land] [C masses] ] [P undergo] [D almost] [A [E continuous] [C alteration] ] ] ] ] ] [P keep alive] [A [E such] [E huge] [C specimens] [E [R of] [C life] ] [E [R from] [E another] [C age] ] ] [U ,]",negation,,,,[A][U][D][D][A][P][A][U,ADDAPA
310,1.281,1,D,1.279->1.281,FN,1.279,1.1->1.279,n't,[D Could] [D n't] [A [E the] [C heart] [E [R of] [E the] [C ocean] ] ] [P hide] [A [E the] [C last] ],negation,,,,[D][D][A][P][A],DDAPA
311,1.6,1,D,1.3->1.6,FN,1.3,1.1->1.3,n't,[A I] [D must] [D n't] [P let] [A [A [E these] [C fantasies] ] [P run away] [A [R with] [C me] ] ],negation,,,,[A][D][D][P][A],ADDPA
314,1.35,1,D,1.34->1.35,FN,1.34,1.29->1.34,no,[A* monster] [D no] [D further] [P appearances],negation,,,,[A*][D][D][P],A*DDP
